state,model,year,tas_degree
Nevada,GISS-E2-1-G,2078,8.51651272243926
Nevada,GISS-E2-1-G,2079,8.43528984917537
Nevada,GISS-E2-1-G,2080,8.483553568522158
Nevada,GISS-E2-1-G,2081,8.763868204752628
Nevada,GISS-E2-1-G,2082,8.885071309407575
Nevada,GISS-E2-1-G,2083,8.897453477647591
Nevada,GISS-E2-1-G,2084,8.797649468315996
Nevada,GISS-E2-1-G,2085,8.791320292154971
Nevada,GISS-E2-1-G,2086,8.901509094238303
Nevada,GISS-E2-1-G,2087,8.576728820800804
Nevada,GISS-E2-1-G,2088,8.91610531277129
Nevada,GISS-E2-1-G,2089,8.735666910807314
Nevada,GISS-E2-1-G,2090,8.595340135362436
Nevada,GISS-E2-1-G,2091,8.682091098361568
Nevada,GISS-E2-1-G,2092,8.814920891655838
Nevada,GISS-E2-1-G,2093,9.173442586263045
Nevada,GISS-E2-1-G,2094,8.835630967881967
Nevada,GISS-E2-1-G,2095,8.891252814398895
Nevada,GISS-E2-1-G,2096,8.731843736436655
Nevada,GISS-E2-1-G,2097,8.786492750379796
Nevada,GISS-E2-1-G,2098,8.864952426486568
Nevada,GISS-E2-1-G,2099,8.957458665635873
Nevada,GISS-E2-1-G,2100,8.90443064371747
Nevada,INM-CM5-0,2015,10.016938781738304
Nevada,INM-CM5-0,2016,10.182776387532575
Nevada,INM-CM5-0,2017,10.401109313964866
Nevada,INM-CM5-0,2018,11.058999633789083
Nevada,INM-CM5-0,2019,11.245154317220075
Nevada,INM-CM5-0,2020,9.642348225911482
Nevada,INM-CM5-0,2021,11.748935953776064
Nevada,INM-CM5-0,2022,10.69055836995445
Nevada,INM-CM5-0,2023,10.658120727539083
Nevada,INM-CM5-0,2024,10.567043558756533
Nevada,INM-CM5-0,2025,10.69849548339846
Nevada,INM-CM5-0,2026,11.022437032063824
Nevada,INM-CM5-0,2027,11.226592000325544
Nevada,INM-CM5-0,2028,11.026109313964866
Nevada,INM-CM5-0,2029,11.35693257649742
Nevada,INM-CM5-0,2030,10.31940612792971
Nevada,INM-CM5-0,2031,11.789448038737
Nevada,INM-CM5-0,2032,11.498338317871116
Nevada,INM-CM5-0,2033,10.525738016764343
Nevada,INM-CM5-0,2034,10.093802388509138
Nevada,INM-CM5-0,2035,11.07745513916018
Nevada,INM-CM5-0,2036,11.938511149088564
Nevada,INM-CM5-0,2037,11.94495544433596
Nevada,INM-CM5-0,2038,10.530964152018251
Nevada,INM-CM5-0,2039,11.863023376464866
Nevada,INM-CM5-0,2040,11.56299489339195
Nevada,INM-CM5-0,2041,12.094138081868511
Nevada,INM-CM5-0,2042,11.434782918294294
Nevada,INM-CM5-0,2043,11.673687235514343
Nevada,INM-CM5-0,2044,11.258228556315126
Nevada,INM-CM5-0,2045,11.186369832356794
Nevada,INM-CM5-0,2046,10.713286336263044
Nevada,INM-CM5-0,2047,11.331862386067732
Nevada,INM-CM5-0,2048,11.712490336100284
Nevada,INM-CM5-0,2049,11.460951741536482
Nevada,INM-CM5-0,2050,12.102413431803408
Nevada,INM-CM5-0,2051,11.918166097005232
Nevada,INM-CM5-0,2052,12.208187357584658
Nevada,INM-CM5-0,2053,12.0447453816732
Nevada,INM-CM5-0,2054,11.537629699707054
Nevada,INM-CM5-0,2055,10.8629826863607
Nevada,INM-CM5-0,2056,11.62116394042971
Nevada,INM-CM5-0,2057,11.751812235514343
Nevada,INM-CM5-0,2058,11.643874104817732
Nevada,INM-CM5-0,2059,11.646653747558616
Nevada,INM-CM5-0,2060,11.7426213582357
Nevada,INM-CM5-0,2061,11.588489786783876
Nevada,INM-CM5-0,2062,12.095534261067732
Nevada,INM-CM5-0,2063,12.245874023437525
Nevada,INM-CM5-0,2064,12.187867736816427
Nevada,INM-CM5-0,2065,11.857713317871116
Nevada,INM-CM5-0,2066,11.608351643880232
Nevada,INM-CM5-0,2067,11.714746093750025
Nevada,INM-CM5-0,2068,12.401399230957054
Nevada,INM-CM5-0,2069,12.151694234212265
Nevada,INM-CM5-0,2070,13.192297871907575
Nevada,INM-CM5-0,2071,12.458220418294294
Nevada,INM-CM5-0,2072,12.198386128743511
Nevada,INM-CM5-0,2073,11.999841308593773
Nevada,INM-CM5-0,2074,12.77808532714846
Nevada,INM-CM5-0,2075,11.643093363444033
Nevada,INM-CM5-0,2076,11.168595886230491
Nevada,INM-CM5-0,2077,12.0445012410482
Nevada,INM-CM5-0,2078,12.196832275390648
Nevada,INM-CM5-0,2079,12.42402292887372
Nevada,INM-CM5-0,2080,12.436738586425804
Nevada,INM-CM5-0,2081,11.94702809651695
Nevada,INM-CM5-0,2082,11.880001322428408
Nevada,INM-CM5-0,2083,11.674974060058616
Nevada,INM-CM5-0,2084,12.693678792317732
Nevada,INM-CM5-0,2085,12.884517923990908
Nevada,INM-CM5-0,2086,12.687069193522158
Nevada,INM-CM5-0,2087,12.582505798339866
Nevada,INM-CM5-0,2088,12.91778462727867
Nevada,INM-CM5-0,2089,12.263586934407575
Nevada,INM-CM5-0,2090,13.119650777181011
Nevada,INM-CM5-0,2091,13.082106526692732
Nevada,INM-CM5-0,2092,11.901851908365908
Nevada,INM-CM5-0,2093,11.18464304606122
Nevada,INM-CM5-0,2094,12.49060974121096
Nevada,INM-CM5-0,2095,12.064678446451843
Nevada,INM-CM5-0,2096,12.85950368245445
Nevada,INM-CM5-0,2097,12.442417399088564
Nevada,INM-CM5-0,2098,11.57440338134768
Nevada,INM-CM5-0,2099,12.140397644042991
Nevada,INM-CM5-0,2100,12.350885009765648
Nevada,IPSL-CM6A-LR,2015,7.397708684747892
Nevada,IPSL-CM6A-LR,2016,7.415772085478834
Nevada,IPSL-CM6A-LR,2017,7.290782720392423
Nevada,IPSL-CM6A-LR,2018,7.401977908972561
Nevada,IPSL-CM6A-LR,2019,7.506676090124904
Nevada,IPSL-CM6A-LR,2020,7.817591950387689
Nevada,IPSL-CM6A-LR,2021,7.646295397209421
Nevada,IPSL-CM6A-LR,2022,7.564277556448294
Nevada,IPSL-CM6A-LR,2023,7.808996628270028
Nevada,IPSL-CM6A-LR,2024,7.602947489420596
Nevada,IPSL-CM6A-LR,2025,7.914993887236647
Nevada,IPSL-CM6A-LR,2026,7.886998864376206
Nevada,IPSL-CM6A-LR,2027,7.918082173665387
Nevada,IPSL-CM6A-LR,2028,8.093958213112593
Nevada,IPSL-CM6A-LR,2029,8.122401751893962
Nevada,IPSL-CM6A-LR,2030,8.185512797037783
Nevada,IPSL-CM6A-LR,2031,7.7677678426106995
Nevada,IPSL-CM6A-LR,2032,7.989545093883191
Nevada,IPSL-CM6A-LR,2033,8.165293745561103
Nevada,IPSL-CM6A-LR,2034,8.1066350301107
Nevada,IPSL-CM6A-LR,2035,8.413963225393607
Nevada,IPSL-CM6A-LR,2036,8.306271778453503
Nevada,IPSL-CM6A-LR,2037,8.324035783247536
Nevada,IPSL-CM6A-LR,2038,8.3498122706558
Nevada,IPSL-CM6A-LR,2039,8.525581729773341
Nevada,IPSL-CM6A-LR,2040,8.509337130459896
Nevada,IPSL-CM6A-LR,2041,8.533059229995288
Nevada,IPSL-CM6A-LR,2042,8.529892106489724
Nevada,IPSL-CM6A-LR,2043,8.600182180693679
Nevada,IPSL-CM6A-LR,2044,8.609707132975283
Nevada,IPSL-CM6A-LR,2045,8.812559786709896
Nevada,IPSL-CM6A-LR,2046,8.810600650671779
Nevada,IPSL-CM6A-LR,2047,9.236003436464276
Nevada,IPSL-CM6A-LR,2048,8.768934215198886
Nevada,IPSL-CM6A-LR,2049,8.847330867882954
Nevada,IPSL-CM6A-LR,2050,9.083116612289912
Nevada,IPSL-CM6A-LR,2051,8.72419244014858
Nevada,IPSL-CM6A-LR,2052,9.110018319794648
Nevada,IPSL-CM6A-LR,2053,8.509749811345904
Nevada,IPSL-CM6A-LR,2054,8.872064440178171
Nevada,IPSL-CM6A-LR,2055,9.34325191613402
Nevada,IPSL-CM6A-LR,2056,9.147341317841525
Nevada,IPSL-CM6A-LR,2057,9.29856608997694
Nevada,IPSL-CM6A-LR,2058,9.142458736535298
Nevada,IPSL-CM6A-LR,2059,9.051856670957646
Nevada,IPSL-CM6A-LR,2060,9.241132239139464
Nevada,IPSL-CM6A-LR,2061,9.526188844623013
Nevada,IPSL-CM6A-LR,2062,9.392886213822822
Nevada,IPSL-CM6A-LR,2063,9.589125338467708
Nevada,IPSL-CM6A-LR,2064,9.323119331128693
Nevada,IPSL-CM6A-LR,2065,9.579229782566902
Nevada,IPSL-CM6A-LR,2066,9.681189704663849
Nevada,IPSL-CM6A-LR,2067,9.5617439038826
Nevada,IPSL-CM6A-LR,2068,9.495839113177698
Nevada,IPSL-CM6A-LR,2069,9.720804526589156
Nevada,IPSL-CM6A-LR,2070,9.659030012650948
Nevada,IPSL-CM6A-LR,2071,9.855347974372656
Nevada,IPSL-CM6A-LR,2072,9.698380811286718
Nevada,IPSL-CM6A-LR,2073,9.528791624127036
Nevada,IPSL-CM6A-LR,2074,9.77004186456856
Nevada,IPSL-CM6A-LR,2075,9.908757666385558
Nevada,IPSL-CM6A-LR,2076,9.84434176358312
Nevada,IPSL-CM6A-LR,2077,9.84542282566882
Nevada,IPSL-CM6A-LR,2078,10.068791383685513
Nevada,IPSL-CM6A-LR,2079,10.14416980165426
Nevada,IPSL-CM6A-LR,2080,9.970272318522158
Nevada,IPSL-CM6A-LR,2081,9.865631242231911
Nevada,IPSL-CM6A-LR,2082,10.104470362807788
Nevada,IPSL-CM6A-LR,2083,9.846296044551988
Nevada,IPSL-CM6A-LR,2084,9.837880359996472
Nevada,IPSL-CM6A-LR,2085,9.991751607259138
Nevada,IPSL-CM6A-LR,2086,10.295476185191784
Nevada,IPSL-CM6A-LR,2087,9.844687629468536
Nevada,IPSL-CM6A-LR,2088,10.08296980424363
Nevada,IPSL-CM6A-LR,2089,10.380084783380704
Nevada,IPSL-CM6A-LR,2090,10.057266836455398
Nevada,IPSL-CM6A-LR,2091,10.502295892888872
Nevada,IPSL-CM6A-LR,2092,10.116953439423554
Nevada,IPSL-CM6A-LR,2093,10.401401080507243
Nevada,IPSL-CM6A-LR,2094,10.24758023348724
Nevada,IPSL-CM6A-LR,2095,10.213260673754164
Nevada,IPSL-CM6A-LR,2096,10.353590901692732
Nevada,IPSL-CM6A-LR,2097,10.40105613939692
Nevada,IPSL-CM6A-LR,2098,9.98654558586354
Nevada,IPSL-CM6A-LR,2099,10.557371104847324
Nevada,IPSL-CM6A-LR,2100,10.318648737127154
Nevada,MIROC6,2015,14.138571472167992
Nevada,MIROC6,2016,14.199567667643253
Nevada,MIROC6,2017,14.134372609456404
Nevada,MIROC6,2018,14.200263366699245
Nevada,MIROC6,2019,14.242895355224634
Nevada,MIROC6,2020,14.260097910563177
Nevada,MIROC6,2021,14.241521759033228
Nevada,MIROC6,2022,14.428413594563828
Nevada,MIROC6,2023,14.520329488118511
Nevada,MIROC6,2024,14.384630737304713
Nevada,MIROC6,2025,14.463894399007186
Nevada,MIROC6,2026,14.531414031982449
Nevada,MIROC6,2027,14.509264780680365
Nevada,MIROC6,2028,14.429952036539738
Nevada,MIROC6,2029,14.77754277547203
Nevada,MIROC6,2030,14.807173309326195
Nevada,MIROC6,2031,14.86798736572268
Nevada,MIROC6,2032,15.130034230550155
Nevada,MIROC6,2033,14.843079121907577
Nevada,MIROC6,2034,14.912291107177758
Nevada,MIROC6,2035,14.783105926513697
Nevada,MIROC6,2036,15.016470286051456
Nevada,MIROC6,2037,14.970033416748072
Nevada,MIROC6,2038,14.975228678385442
Nevada,MIROC6,2039,14.899640553792342
Nevada,MIROC6,2040,14.892679141266202
Nevada,MIROC6,2041,15.0895320083156
Nevada,MIROC6,2042,14.982905131638676
Nevada,MIROC6,2043,15.022250766946836
Nevada,MIROC6,2044,15.17439661507657
Nevada,MIROC6,2045,15.270308199795831
Nevada,MIROC6,2046,15.228309307676398
Nevada,MIROC6,2047,15.177534222843695
Nevada,MIROC6,2048,15.286850653754364
Nevada,MIROC6,2049,15.42897980044589
Nevada,MIROC6,2050,15.430308393998605
Nevada,MIROC6,2051,15.378543568620804
Nevada,MIROC6,2052,15.369710810497578
Nevada,MIROC6,2053,15.526966349283878
Nevada,MIROC6,2054,15.66208631727433
Nevada,MIROC6,2055,15.398599320228678
Nevada,MIROC6,2056,15.593622905076176
Nevada,MIROC6,2057,15.724032762315565
Nevada,MIROC6,2058,15.586115349663652
Nevada,MIROC6,2059,15.37276087288907
Nevada,MIROC6,2060,15.53087575893212
Nevada,MIROC6,2061,15.57239808361942
Nevada,MIROC6,2062,15.817882252702834
Nevada,MIROC6,2063,15.557779624245407
Nevada,MIROC6,2064,15.582862222074285
Nevada,MIROC6,2065,15.788848399152684
Nevada,MIROC6,2066,16.04472904397986
Nevada,MIROC6,2067,15.893436377939576
Nevada,MIROC6,2068,15.648809937756496
Nevada,MIROC6,2069,15.878141676777563
Nevada,MIROC6,2070,15.891122205329689
Nevada,MIROC6,2071,15.983064655342512
Nevada,MIROC6,2072,15.824672490900236
Nevada,MIROC6,2073,16.002842126711474
Nevada,MIROC6,2074,16.1605725375089
Nevada,MIROC6,2075,15.810599571767504
Nevada,MIROC6,2076,15.91858247699162
Nevada,MIROC6,2077,16.260110396568244
Nevada,MIROC6,2078,16.03749036692612
Nevada,MIROC6,2079,16.010765522658247
Nevada,MIROC6,2080,16.297834978199994
Nevada,MIROC6,2081,16.30157422923081
Nevada,MIROC6,2082,16.234590380119577
Nevada,MIROC6,2083,16.24649786130349
Nevada,MIROC6,2084,15.980412092112555
Nevada,MIROC6,2085,16.205372496325584
Nevada,MIROC6,2086,16.19036077634255
Nevada,MIROC6,2087,16.228821478949676
Nevada,MIROC6,2088,16.17787369236804
Nevada,MIROC6,2089,16.143857458866027
Nevada,MIROC6,2090,16.24821748059208
Nevada,MIROC6,2091,16.350375766946836
Nevada,MIROC6,2092,16.347174812085726
Nevada,MIROC6,2093,16.152517438175725
Nevada,MIROC6,2094,16.50124927867545
Nevada,MIROC6,2095,16.323135822951215
Nevada,MIROC6,2096,16.188406418309093
Nevada,MIROC6,2097,16.31347808837893
Nevada,MIROC6,2098,16.402217040399133
Nevada,MIROC6,2099,15.969352860884255
Nevada,MIROC6,2100,16.27526807688706
Nevada,MPI-ESM1-2-HR,2015,10.004108683268251
Nevada,MPI-ESM1-2-HR,2016,9.73877360026044
Nevada,MPI-ESM1-2-HR,2017,10.074173227945986
Nevada,MPI-ESM1-2-HR,2018,9.990898386637392
Nevada,MPI-ESM1-2-HR,2019,10.20575866699221
Nevada,MPI-ESM1-2-HR,2020,9.725614166259788
Nevada,MPI-ESM1-2-HR,2021,10.16558990478518
Nevada,MPI-ESM1-2-HR,2022,10.65954488118492
Nevada,MPI-ESM1-2-HR,2023,10.056385294596376
Nevada,MPI-ESM1-2-HR,2024,9.987049357096376
Nevada,MPI-ESM1-2-HR,2025,9.96755498250328
Nevada,MPI-ESM1-2-HR,2026,10.279580688476583
Nevada,MPI-ESM1-2-HR,2027,9.645989990234398
Nevada,MPI-ESM1-2-HR,2028,9.554021453857445
Nevada,MPI-ESM1-2-HR,2029,10.117832438151064
Nevada,MPI-ESM1-2-HR,2030,10.710713958740255
Nevada,MPI-ESM1-2-HR,2031,9.475200907389343
Nevada,MPI-ESM1-2-HR,2032,10.004810587565126
Nevada,MPI-ESM1-2-HR,2033,11.268202718098982
Nevada,MPI-ESM1-2-HR,2034,10.04151560465497
Nevada,MPI-ESM1-2-HR,2035,10.42778040568036
Nevada,MPI-ESM1-2-HR,2036,9.850996907552108
Nevada,MPI-ESM1-2-HR,2037,10.165729777018251
Nevada,MPI-ESM1-2-HR,2038,10.369232432047548
Nevada,MPI-ESM1-2-HR,2039,10.822568511962912
Nevada,MPI-ESM1-2-HR,2040,10.118973032633486
Nevada,MPI-ESM1-2-HR,2041,9.126640574137392
Nevada,MPI-ESM1-2-HR,2042,10.039997355143251
Nevada,MPI-ESM1-2-HR,2043,10.654917653401716
Nevada,MPI-ESM1-2-HR,2044,10.534492746988954
Nevada,MPI-ESM1-2-HR,2045,10.803753153483097
Nevada,MPI-ESM1-2-HR,2046,10.622956848144554
Nevada,MPI-ESM1-2-HR,2047,9.707410430908226
Nevada,MPI-ESM1-2-HR,2048,10.703079477945986
Nevada,MPI-ESM1-2-HR,2049,10.575510915120466
Nevada,MPI-ESM1-2-HR,2050,11.66247456868492
Nevada,MPI-ESM1-2-HR,2051,10.606080627441427
Nevada,MPI-ESM1-2-HR,2052,10.395509338378927
Nevada,MPI-ESM1-2-HR,2053,11.174954986572288
Nevada,MPI-ESM1-2-HR,2054,10.861946360270204
Nevada,MPI-ESM1-2-HR,2055,10.092802937825544
Nevada,MPI-ESM1-2-HR,2056,11.098823801676454
Nevada,MPI-ESM1-2-HR,2057,11.732617950439476
Nevada,MPI-ESM1-2-HR,2058,10.872983551025412
Nevada,MPI-ESM1-2-HR,2059,10.926421101888044
Nevada,MPI-ESM1-2-HR,2060,11.096910095214866
Nevada,MPI-ESM1-2-HR,2061,10.45111236572268
Nevada,MPI-ESM1-2-HR,2062,10.699206288655622
Nevada,MPI-ESM1-2-HR,2063,9.74558283487958
Nevada,MPI-ESM1-2-HR,2064,11.263860321044945
Nevada,MPI-ESM1-2-HR,2065,11.115537261962912
Nevada,MPI-ESM1-2-HR,2066,11.027903493245466
Nevada,MPI-ESM1-2-HR,2067,11.744952138264996
Nevada,MPI-ESM1-2-HR,2068,11.707814788818382
Nevada,MPI-ESM1-2-HR,2069,11.731580352783226
Nevada,MPI-ESM1-2-HR,2070,11.256864166259788
Nevada,MPI-ESM1-2-HR,2071,12.08964055379234
Nevada,MPI-ESM1-2-HR,2072,11.86170094807945
Nevada,MPI-ESM1-2-HR,2073,11.15229187011721
Nevada,MPI-ESM1-2-HR,2074,10.785761769612654
Nevada,MPI-ESM1-2-HR,2075,10.834686533610048
Nevada,MPI-ESM1-2-HR,2076,11.263650512695335
Nevada,MPI-ESM1-2-HR,2077,11.094023640950544
Nevada,MPI-ESM1-2-HR,2078,11.75818277994794
Nevada,MPI-ESM1-2-HR,2079,11.02613474527997
Nevada,MPI-ESM1-2-HR,2080,11.23181050618492
Nevada,MPI-ESM1-2-HR,2081,11.376487986246769
Nevada,MPI-ESM1-2-HR,2082,10.855325317382835
Nevada,MPI-ESM1-2-HR,2083,11.418209330240908
Nevada,MPI-ESM1-2-HR,2084,11.551807657877626
Nevada,MPI-ESM1-2-HR,2085,11.797854359944685
Nevada,MPI-ESM1-2-HR,2086,11.22355168660484
Nevada,MPI-ESM1-2-HR,2087,11.231738026936872
Nevada,MPI-ESM1-2-HR,2088,11.940171813964866
Nevada,MPI-ESM1-2-HR,2089,11.615085856119814
Nevada,MPI-ESM1-2-HR,2090,11.16958134969078
Nevada,MPI-ESM1-2-HR,2091,11.585493977864608
Nevada,MPI-ESM1-2-HR,2092,11.439570363362654
Nevada,MPI-ESM1-2-HR,2093,11.078482564290388
Nevada,MPI-ESM1-2-HR,2094,11.387681579589866
Nevada,MPI-ESM1-2-HR,2095,11.840103403727236
Nevada,MPI-ESM1-2-HR,2096,11.790691630045597
Nevada,MPI-ESM1-2-HR,2097,12.459989166259788
Nevada,MPI-ESM1-2-HR,2098,11.872121429443382
Nevada,MPI-ESM1-2-HR,2099,11.27392476399742
Nevada,MPI-ESM1-2-HR,2100,11.225540415445986
Nevada,MRI-ESM2-0,2015,10.104211934407576
Nevada,MRI-ESM2-0,2016,10.113091278076194
Nevada,MRI-ESM2-0,2017,10.543023427327496
Nevada,MRI-ESM2-0,2018,10.498308054606143
Nevada,MRI-ESM2-0,2019,10.498792775472028
Nevada,MRI-ESM2-0,2020,10.451287078857444
Nevada,MRI-ESM2-0,2021,10.523143513997418
Nevada,MRI-ESM2-0,2022,10.77661310831708
Nevada,MRI-ESM2-0,2023,10.665232340494814
Nevada,MRI-ESM2-0,2024,10.595740509033226
Nevada,MRI-ESM2-0,2025,11.022102101643902
Nevada,MRI-ESM2-0,2026,10.653701782226586
Nevada,MRI-ESM2-0,2027,10.977534739176456
Nevada,MRI-ESM2-0,2028,10.737232208251976
Nevada,MRI-ESM2-0,2029,10.778462219238303
Nevada,MRI-ESM2-0,2030,11.028123474121116
Nevada,MRI-ESM2-0,2031,11.085232035319033
Nevada,MRI-ESM2-0,2032,10.402100372314475
Nevada,MRI-ESM2-0,2033,10.977715555826846
Nevada,MRI-ESM2-0,2034,11.546080017089867
Nevada,MRI-ESM2-0,2035,11.180120849609398
Nevada,MRI-ESM2-0,2036,11.005577341715515
Nevada,MRI-ESM2-0,2037,11.11477711995445
Nevada,MRI-ESM2-0,2038,11.369004567464216
Nevada,MRI-ESM2-0,2039,11.163461812337262
Nevada,MRI-ESM2-0,2040,11.671724192301456
Nevada,MRI-ESM2-0,2041,11.434814707438171
Nevada,MRI-ESM2-0,2042,11.667039235432965
Nevada,MRI-ESM2-0,2043,11.176449839274111
Nevada,MRI-ESM2-0,2044,11.71853459676109
Nevada,MRI-ESM2-0,2045,11.64852981567385
Nevada,MRI-ESM2-0,2046,11.71511128743492
Nevada,MRI-ESM2-0,2047,11.48016815185549
Nevada,MRI-ESM2-0,2048,11.619292704264346
Nevada,MRI-ESM2-0,2049,11.65279464721682
Nevada,MRI-ESM2-0,2050,11.698152923584008
Nevada,MRI-ESM2-0,2051,11.66663055419924
Nevada,MRI-ESM2-0,2052,11.225608825683617
Nevada,MRI-ESM2-0,2053,11.214128112792991
Nevada,MRI-ESM2-0,2054,12.102698771158876
Nevada,MRI-ESM2-0,2055,11.523443603515648
Nevada,MRI-ESM2-0,2056,12.205666605631531
Nevada,MRI-ESM2-0,2057,11.66709442138674
Nevada,MRI-ESM2-0,2058,12.272671508789085
Nevada,MRI-ESM2-0,2059,11.5791447957357
Nevada,MRI-ESM2-0,2060,11.865044657389346
Nevada,MRI-ESM2-0,2061,11.170684814453148
Nevada,MRI-ESM2-0,2062,11.850316365559918
Nevada,MRI-ESM2-0,2063,11.570417785644556
Nevada,MRI-ESM2-0,2064,11.808858744303407
Nevada,MRI-ESM2-0,2065,12.080405171712265
Nevada,MRI-ESM2-0,2066,11.825823465983095
Nevada,MRI-ESM2-0,2067,11.474871826171896
Nevada,MRI-ESM2-0,2068,11.924303181966168
Nevada,MRI-ESM2-0,2069,12.045970153808616
Nevada,MRI-ESM2-0,2070,12.154334513346376
Nevada,MRI-ESM2-0,2071,11.879785156250025
Nevada,MRI-ESM2-0,2072,12.017112731933617
Nevada,MRI-ESM2-0,2073,11.771910095214867
Nevada,MRI-ESM2-0,2074,11.910379028320335
Nevada,MRI-ESM2-0,2075,12.058592224121115
Nevada,MRI-ESM2-0,2076,11.34178670247398
Nevada,MRI-ESM2-0,2077,11.840678914388045
Nevada,MRI-ESM2-0,2078,11.636372884114603
Nevada,MRI-ESM2-0,2079,11.56838785807294
Nevada,MRI-ESM2-0,2080,12.069013468424505
Nevada,MRI-ESM2-0,2081,12.20528767903648
Nevada,MRI-ESM2-0,2082,11.930843098958356
Nevada,MRI-ESM2-0,2083,12.39438171386721
Nevada,MRI-ESM2-0,2084,12.230087788899764
Nevada,MRI-ESM2-0,2085,12.311638895670596
Nevada,MRI-ESM2-0,2086,11.400952657063824
Nevada,MRI-ESM2-0,2087,12.001529947916689
Nevada,MRI-ESM2-0,2088,11.52945963541669
Nevada,MRI-ESM2-0,2089,12.187649536132836
Nevada,MRI-ESM2-0,2090,12.425269063313824
Nevada,MRI-ESM2-0,2091,12.39394938151044
Nevada,MRI-ESM2-0,2092,12.508615620931012
Nevada,MRI-ESM2-0,2093,11.888378906250022
Nevada,MRI-ESM2-0,2094,12.523111470540387
Nevada,MRI-ESM2-0,2095,12.426971435546898
Nevada,MRI-ESM2-0,2096,11.175279744466168
Nevada,MRI-ESM2-0,2097,12.115957641601586
Nevada,MRI-ESM2-0,2098,11.798528035481793
Nevada,MRI-ESM2-0,2099,12.302927652994814
Nevada,MRI-ESM2-0,2100,11.546789042154971
Nevada,UKESM1-0-LL,2015,8.558835078220763
Nevada,UKESM1-0-LL,2016,9.289210181142792
Nevada,UKESM1-0-LL,2017,8.966766387341092
Nevada,UKESM1-0-LL,2018,9.11486235973884
Nevada,UKESM1-0-LL,2019,9.119427430396009
Nevada,UKESM1-0-LL,2020,9.314878905053256
Nevada,UKESM1-0-LL,2021,9.576916743259826
Nevada,UKESM1-0-LL,2022,9.45690337536384
Nevada,UKESM1-0-LL,2023,9.616617120481028
Nevada,UKESM1-0-LL,2024,9.808589740827994
Nevada,UKESM1-0-LL,2025,9.736924893248338
Nevada,UKESM1-0-LL,2026,9.866090093874488
Nevada,UKESM1-0-LL,2027,10.378184628954145
Nevada,UKESM1-0-LL,2028,9.955337105545366
Nevada,UKESM1-0-LL,2029,9.961035216088412
Nevada,UKESM1-0-LL,2030,10.28237274768308
Nevada,UKESM1-0-LL,2031,10.228682005639191
Nevada,UKESM1-0-LL,2032,10.534245539646545
Nevada,UKESM1-0-LL,2033,10.347374141917532
Nevada,UKESM1-0-LL,2034,10.438583254346684
Nevada,UKESM1-0-LL,2035,10.413245287128548
Nevada,UKESM1-0-LL,2036,10.474954522824778
Nevada,UKESM1-0-LL,2037,10.697229303098217
Nevada,UKESM1-0-LL,2038,10.658139277439512
Nevada,UKESM1-0-LL,2039,10.548123857086802
Nevada,UKESM1-0-LL,2040,10.62939486036116
Nevada,UKESM1-0-LL,2041,10.70992132448685
Nevada,UKESM1-0-LL,2042,11.17730147417856
Nevada,UKESM1-0-LL,2043,10.748106743307698
Nevada,UKESM1-0-LL,2044,10.773591464173585
Nevada,UKESM1-0-LL,2045,11.12966413310932
Nevada,UKESM1-0-LL,2046,11.327474885828378
Nevada,UKESM1-0-LL,2047,11.207933792413472
Nevada,UKESM1-0-LL,2048,11.481132537243436
Nevada,UKESM1-0-LL,2049,11.444750946643328
Nevada,UKESM1-0-LL,2050,11.572185471478653
Nevada,UKESM1-0-LL,2051,11.259018871830982
Nevada,UKESM1-0-LL,2052,11.476945794797434
Nevada,UKESM1-0-LL,2053,11.307892324410256
Nevada,UKESM1-0-LL,2054,11.609956060671362
Nevada,UKESM1-0-LL,2055,11.664181608312292
Nevada,UKESM1-0-LL,2056,11.895549130907268
Nevada,UKESM1-0-LL,2057,12.02538078158512
Nevada,UKESM1-0-LL,2058,11.741211864995044
Nevada,UKESM1-0-LL,2059,11.801003878724364
Nevada,UKESM1-0-LL,2060,11.609048013126172
Nevada,UKESM1-0-LL,2061,11.93307602826289
Nevada,UKESM1-0-LL,2062,12.068589483522924
Nevada,UKESM1-0-LL,2063,11.878001523485391
Nevada,UKESM1-0-LL,2064,12.09773406982424
Nevada,UKESM1-0-LL,2065,12.081874952129311
Nevada,UKESM1-0-LL,2066,12.192269299077076
Nevada,UKESM1-0-LL,2067,12.295137921501633
Nevada,UKESM1-0-LL,2068,12.076084840063976
Nevada,UKESM1-0-LL,2069,12.483751663507222
Nevada,UKESM1-0-LL,2070,12.372119559493742
Nevada,UKESM1-0-LL,2071,12.274134796740984
Nevada,UKESM1-0-LL,2072,12.496814982096376
Nevada,UKESM1-0-LL,2073,12.28918130912035
Nevada,UKESM1-0-LL,2074,12.525290425618511
Nevada,UKESM1-0-LL,2075,12.478479602290156
Nevada,UKESM1-0-LL,2076,12.55648896460442
Nevada,UKESM1-0-LL,2077,12.431977993834275
Nevada,UKESM1-0-LL,2078,12.427995449888964
Nevada,UKESM1-0-LL,2079,12.67117791269342
Nevada,UKESM1-0-LL,2080,12.723464098163705
Nevada,UKESM1-0-LL,2081,12.64894106995828
Nevada,UKESM1-0-LL,2082,12.873485520306778
Nevada,UKESM1-0-LL,2083,13.024213035433922
Nevada,UKESM1-0-LL,2084,12.805140207328073
Nevada,UKESM1-0-LL,2085,12.62183652391623
