state,model,year,tas_degree
Nebraska,UKESM1-0-LL,2056,14.000891322715631
Nebraska,UKESM1-0-LL,2057,14.34081181544886
Nebraska,UKESM1-0-LL,2058,14.420206885244356
Nebraska,UKESM1-0-LL,2059,14.038872842227734
Nebraska,UKESM1-0-LL,2060,13.85768654019227
Nebraska,UKESM1-0-LL,2061,14.176737198175193
Nebraska,UKESM1-0-LL,2062,14.368445482441048
Nebraska,UKESM1-0-LL,2063,14.187304507984855
Nebraska,UKESM1-0-LL,2064,14.359495903463948
Nebraska,UKESM1-0-LL,2065,15.133704121907575
Nebraska,UKESM1-0-LL,2066,14.53596260220399
Nebraska,UKESM1-0-LL,2067,14.7744443108054
Nebraska,UKESM1-0-LL,2068,14.78525366689647
Nebraska,UKESM1-0-LL,2069,14.571095365636513
Nebraska,UKESM1-0-LL,2070,14.719202408136129
Nebraska,UKESM1-0-LL,2071,14.299834487017486
Nebraska,UKESM1-0-LL,2072,14.536033809886282
Nebraska,UKESM1-0-LL,2073,14.512769093233018
Nebraska,UKESM1-0-LL,2074,15.060697548062215
Nebraska,UKESM1-0-LL,2075,14.600369950836802
Nebraska,UKESM1-0-LL,2076,15.234648790546515
Nebraska,UKESM1-0-LL,2077,14.825742564481873
Nebraska,UKESM1-0-LL,2078,14.866777786554096
Nebraska,UKESM1-0-LL,2079,14.825278218587265
Nebraska,UKESM1-0-LL,2080,14.989060525333205
Nebraska,UKESM1-0-LL,2081,14.90435075946885
Nebraska,UKESM1-0-LL,2082,15.249511150285333
Nebraska,UKESM1-0-LL,2083,14.807099166570948
Nebraska,UKESM1-0-LL,2084,15.31725733139938
Nebraska,UKESM1-0-LL,2085,14.78981888714961
Nebraska,UKESM1-0-LL,2086,15.434397409476508
Nebraska,UKESM1-0-LL,2087,15.343027182186374
Nebraska,UKESM1-0-LL,2088,15.568020270852504
Nebraska,UKESM1-0-LL,2089,15.429620062136204
Nebraska,UKESM1-0-LL,2090,15.5086312686696
Nebraska,UKESM1-0-LL,2091,15.539067167394323
Nebraska,UKESM1-0-LL,2092,15.253604544845304
Nebraska,UKESM1-0-LL,2093,15.4002042583391
Nebraska,UKESM1-0-LL,2094,15.233313347311604
Nebraska,UKESM1-0-LL,2095,15.490668532427645
Nebraska,UKESM1-0-LL,2096,15.598861425063212
Nebraska,UKESM1-0-LL,2097,15.420540633856104
Nebraska,UKESM1-0-LL,2098,15.165428191540313
Nebraska,UKESM1-0-LL,2099,15.540400067497725
Nebraska,UKESM1-0-LL,2100,15.035923108867593
Nevada,BCC-CSM2-MR,2015,8.364457702636741
Nevada,BCC-CSM2-MR,2016,8.220829264322939
Nevada,BCC-CSM2-MR,2017,8.383747355143251
Nevada,BCC-CSM2-MR,2018,8.12487691243492
Nevada,BCC-CSM2-MR,2019,8.671436564127626
Nevada,BCC-CSM2-MR,2020,8.529824829101585
Nevada,BCC-CSM2-MR,2021,9.05952606201174
Nevada,BCC-CSM2-MR,2022,9.88915913899742
Nevada,BCC-CSM2-MR,2023,8.706600443522158
Nevada,BCC-CSM2-MR,2024,8.892793273925804
Nevada,BCC-CSM2-MR,2025,8.493501281738304
Nevada,BCC-CSM2-MR,2026,9.435769653320335
Nevada,BCC-CSM2-MR,2027,8.081254577636741
Nevada,BCC-CSM2-MR,2028,9.439187622070335
Nevada,BCC-CSM2-MR,2029,10.02984771728518
Nevada,BCC-CSM2-MR,2030,9.976393636067732
Nevada,BCC-CSM2-MR,2031,8.786045328776064
Nevada,BCC-CSM2-MR,2032,9.58631286621096
Nevada,BCC-CSM2-MR,2033,8.751262919108095
Nevada,BCC-CSM2-MR,2034,8.964026387532575
Nevada,BCC-CSM2-MR,2035,10.327945963541689
Nevada,BCC-CSM2-MR,2036,8.72479146321617
Nevada,BCC-CSM2-MR,2037,10.342553710937525
Nevada,BCC-CSM2-MR,2038,9.899509684244814
Nevada,BCC-CSM2-MR,2039,9.880537923177108
Nevada,BCC-CSM2-MR,2040,9.78889109293622
Nevada,BCC-CSM2-MR,2041,10.035236612955751
Nevada,BCC-CSM2-MR,2042,9.679620361328148
Nevada,BCC-CSM2-MR,2043,10.23278706868492
Nevada,BCC-CSM2-MR,2044,10.299167887369814
Nevada,BCC-CSM2-MR,2045,9.373615519205751
Nevada,BCC-CSM2-MR,2046,9.907764689127626
Nevada,BCC-CSM2-MR,2047,9.254355367024765
Nevada,BCC-CSM2-MR,2048,9.84369049072268
Nevada,BCC-CSM2-MR,2049,10.915633138020857
Nevada,BCC-CSM2-MR,2050,8.745304361979189
Nevada,BCC-CSM2-MR,2051,9.65986022949221
Nevada,BCC-CSM2-MR,2052,9.705781555175804
Nevada,BCC-CSM2-MR,2053,9.618254597981794
Nevada,BCC-CSM2-MR,2054,9.548628743489608
Nevada,BCC-CSM2-MR,2055,9.064052836100284
Nevada,BCC-CSM2-MR,2056,9.939230855306011
Nevada,BCC-CSM2-MR,2057,8.675368245442732
Nevada,BCC-CSM2-MR,2058,11.24299265543622
Nevada,BCC-CSM2-MR,2059,10.75507507324221
Nevada,BCC-CSM2-MR,2060,11.261679585774765
Nevada,BCC-CSM2-MR,2061,10.325845336914083
Nevada,BCC-CSM2-MR,2062,10.370762125651064
Nevada,BCC-CSM2-MR,2063,10.83448181152346
Nevada,BCC-CSM2-MR,2064,10.429734802246116
Nevada,BCC-CSM2-MR,2065,10.961841837565126
Nevada,BCC-CSM2-MR,2066,10.501758829752626
Nevada,BCC-CSM2-MR,2067,11.78938446044924
Nevada,BCC-CSM2-MR,2068,10.649585978190126
Nevada,BCC-CSM2-MR,2069,10.757203674316427
Nevada,BCC-CSM2-MR,2070,12.005283610026064
Nevada,BCC-CSM2-MR,2071,10.684953308105491
Nevada,BCC-CSM2-MR,2072,10.181410725911482
Nevada,BCC-CSM2-MR,2073,9.710588073730491
Nevada,BCC-CSM2-MR,2074,10.951333618164083
Nevada,BCC-CSM2-MR,2075,10.721632893880232
Nevada,BCC-CSM2-MR,2076,10.360528564453148
Nevada,BCC-CSM2-MR,2077,10.655488586425804
Nevada,BCC-CSM2-MR,2078,10.614284769694033
Nevada,BCC-CSM2-MR,2079,9.137106831868511
Nevada,BCC-CSM2-MR,2080,9.338253275553408
Nevada,BCC-CSM2-MR,2081,10.967703755696638
Nevada,BCC-CSM2-MR,2082,11.773736572265648
Nevada,BCC-CSM2-MR,2083,10.583891805013044
Nevada,BCC-CSM2-MR,2084,10.384492492675804
Nevada,BCC-CSM2-MR,2085,9.808343505859398
Nevada,BCC-CSM2-MR,2086,10.791195170084658
Nevada,BCC-CSM2-MR,2087,11.293537394205751
Nevada,BCC-CSM2-MR,2088,10.65767059326174
Nevada,BCC-CSM2-MR,2089,10.711793518066427
Nevada,BCC-CSM2-MR,2090,12.239719645182314
Nevada,BCC-CSM2-MR,2091,10.61779683430992
Nevada,BCC-CSM2-MR,2092,11.519771830240908
Nevada,BCC-CSM2-MR,2093,9.874063110351583
Nevada,BCC-CSM2-MR,2094,10.910302734375025
Nevada,BCC-CSM2-MR,2095,12.64319254557294
Nevada,BCC-CSM2-MR,2096,10.988636271158876
Nevada,BCC-CSM2-MR,2097,10.794450378417991
Nevada,BCC-CSM2-MR,2098,10.7250432332357
Nevada,BCC-CSM2-MR,2099,11.160986836751324
Nevada,BCC-CSM2-MR,2100,10.742506917317732
Nevada,CNRM-ESM2-1,2015,7.795559946695986
Nevada,CNRM-ESM2-1,2016,7.270220184326194
Nevada,CNRM-ESM2-1,2017,7.715733846028669
Nevada,CNRM-ESM2-1,2018,7.970848337809268
Nevada,CNRM-ESM2-1,2019,8.078497568766299
Nevada,CNRM-ESM2-1,2020,7.861786905924502
Nevada,CNRM-ESM2-1,2021,7.809582265218122
Nevada,CNRM-ESM2-1,2022,8.181796773274762
Nevada,CNRM-ESM2-1,2023,8.701114654541039
Nevada,CNRM-ESM2-1,2024,8.882436370849632
Nevada,CNRM-ESM2-1,2025,8.418709564209006
Nevada,CNRM-ESM2-1,2026,7.836344146728538
Nevada,CNRM-ESM2-1,2027,8.434394582112652
Nevada,CNRM-ESM2-1,2028,8.574174753824893
Nevada,CNRM-ESM2-1,2029,8.386445617675804
Nevada,CNRM-ESM2-1,2030,8.171928914388044
Nevada,CNRM-ESM2-1,2031,8.598738352457705
Nevada,CNRM-ESM2-1,2032,8.328271484375023
Nevada,CNRM-ESM2-1,2033,8.826739501953147
Nevada,CNRM-ESM2-1,2034,8.79445775349937
Nevada,CNRM-ESM2-1,2035,8.8129582722982
Nevada,CNRM-ESM2-1,2036,8.855647277832054
Nevada,CNRM-ESM2-1,2037,8.875415802001976
Nevada,CNRM-ESM2-1,2038,8.7176457722982
Nevada,CNRM-ESM2-1,2039,8.809793090820335
Nevada,CNRM-ESM2-1,2040,8.883934529622419
Nevada,CNRM-ESM2-1,2041,9.04290695190432
Nevada,CNRM-ESM2-1,2042,8.876244099934919
Nevada,CNRM-ESM2-1,2043,8.97400360107424
Nevada,CNRM-ESM2-1,2044,9.240366872151716
Nevada,CNRM-ESM2-1,2045,9.29249420166018
Nevada,CNRM-ESM2-1,2046,9.416254425048852
Nevada,CNRM-ESM2-1,2047,9.607591756184918
Nevada,CNRM-ESM2-1,2048,9.396846262613956
Nevada,CNRM-ESM2-1,2049,9.446030426025413
Nevada,CNRM-ESM2-1,2050,9.523838551839216
Nevada,CNRM-ESM2-1,2051,9.797577158610048
Nevada,CNRM-ESM2-1,2052,9.279908752441427
Nevada,CNRM-ESM2-1,2053,9.206625111897807
Nevada,CNRM-ESM2-1,2054,9.746209462483746
Nevada,CNRM-ESM2-1,2055,10.054587554931665
Nevada,CNRM-ESM2-1,2056,9.9424624125163
Nevada,CNRM-ESM2-1,2057,9.45870335896812
Nevada,CNRM-ESM2-1,2058,9.759598032633486
Nevada,CNRM-ESM2-1,2059,9.63881734212242
Nevada,CNRM-ESM2-1,2060,10.10155232747398
Nevada,CNRM-ESM2-1,2061,10.01281458536786
Nevada,CNRM-ESM2-1,2062,10.21307271321617
Nevada,CNRM-ESM2-1,2063,10.25890833536786
Nevada,CNRM-ESM2-1,2064,9.63552424112958
Nevada,CNRM-ESM2-1,2065,9.851096598307317
Nevada,CNRM-ESM2-1,2066,9.974609629313171
Nevada,CNRM-ESM2-1,2067,10.45016759236656
Nevada,CNRM-ESM2-1,2068,10.427831776936872
Nevada,CNRM-ESM2-1,2069,10.113401285807315
Nevada,CNRM-ESM2-1,2070,10.42488225301109
Nevada,CNRM-ESM2-1,2071,10.020518747965518
Nevada,CNRM-ESM2-1,2072,10.29836146036786
Nevada,CNRM-ESM2-1,2073,10.099762217203798
Nevada,CNRM-ESM2-1,2074,10.509516398112002
Nevada,CNRM-ESM2-1,2075,10.25917154947919
Nevada,CNRM-ESM2-1,2076,10.302224731445335
Nevada,CNRM-ESM2-1,2077,10.460227711995463
Nevada,CNRM-ESM2-1,2078,10.74163513183596
Nevada,CNRM-ESM2-1,2079,10.490103658040388
Nevada,CNRM-ESM2-1,2080,10.629770660400414
Nevada,CNRM-ESM2-1,2081,11.09167887369794
Nevada,CNRM-ESM2-1,2082,10.637320200602236
Nevada,CNRM-ESM2-1,2083,11.22156677246096
Nevada,CNRM-ESM2-1,2084,11.086795806884789
Nevada,CNRM-ESM2-1,2085,10.539692942301455
Nevada,CNRM-ESM2-1,2086,10.778413391113304
Nevada,CNRM-ESM2-1,2087,10.622916158040388
Nevada,CNRM-ESM2-1,2088,11.083036804199242
Nevada,CNRM-ESM2-1,2089,10.807898457845075
Nevada,CNRM-ESM2-1,2090,11.170198313395206
Nevada,CNRM-ESM2-1,2091,11.436452992757184
Nevada,CNRM-ESM2-1,2092,11.367809041341168
Nevada,CNRM-ESM2-1,2093,11.208758290608747
Nevada,CNRM-ESM2-1,2094,11.332427724202496
Nevada,CNRM-ESM2-1,2095,11.25527547200523
Nevada,CNRM-ESM2-1,2096,10.882082621256531
Nevada,CNRM-ESM2-1,2097,11.489329783121768
Nevada,CNRM-ESM2-1,2098,11.078006235758489
Nevada,CNRM-ESM2-1,2099,11.314404042561872
Nevada,CNRM-ESM2-1,2100,11.309661865234398
Nevada,CanESM5,2015,8.463406677246116
Nevada,CanESM5,2016,8.731250813802106
Nevada,CanESM5,2017,8.777542572021508
Nevada,CanESM5,2018,8.954328460693382
Nevada,CanESM5,2019,8.915184377034528
Nevada,CanESM5,2020,9.139621632893904
Nevada,CanESM5,2021,9.270759735107443
Nevada,CanESM5,2022,9.19091969807945
Nevada,CanESM5,2023,9.137245890299502
Nevada,CanESM5,2024,9.11198918660484
Nevada,CanESM5,2025,9.246123301188174
Nevada,CanESM5,2026,9.325206298828148
Nevada,CanESM5,2027,9.313396809895856
Nevada,CanESM5,2028,9.566767272949242
Nevada,CanESM5,2029,9.534470774332704
Nevada,CanESM5,2030,9.580576578776064
Nevada,CanESM5,2031,9.675284016927106
Nevada,CanESM5,2032,9.483406829834006
Nevada,CanESM5,2033,9.708137003580752
Nevada,CanESM5,2034,9.832756245931012
Nevada,CanESM5,2035,9.661587677001975
Nevada,CanESM5,2036,9.92396184285484
Nevada,CanESM5,2037,9.801574757893905
Nevada,CanESM5,2038,10.088830159505232
Nevada,CanESM5,2039,9.883997039794943
Nevada,CanESM5,2040,10.402951507568382
Nevada,CanESM5,2041,10.18175226847333
Nevada,CanESM5,2042,10.434905802408878
Nevada,CanESM5,2043,10.462842864990256
Nevada,CanESM5,2044,10.25154220581057
Nevada,CanESM5,2045,10.263725535074892
Nevada,CanESM5,2046,10.338591868082704
Nevada,CanESM5,2047,10.767986043294291
Nevada,CanESM5,2048,10.708731231689477
Nevada,CanESM5,2049,10.74465052286786
Nevada,CanESM5,2050,10.65726282755536
Nevada,CanESM5,2051,10.839358215332052
Nevada,CanESM5,2052,10.870401713053408
Nevada,CanESM5,2053,10.760629831949892
Nevada,CanESM5,2054,11.029593658447288
Nevada,CanESM5,2055,10.95265106201174
Nevada,CanESM5,2056,10.935875193278015
Nevada,CanESM5,2057,11.205561777750674
Nevada,CanESM5,2058,11.033472188313825
Nevada,CanESM5,2059,11.05548741658531
Nevada,CanESM5,2060,11.330017344156923
Nevada,CanESM5,2061,11.509538930257184
Nevada,CanESM5,2062,11.277449340820334
Nevada,CanESM5,2063,11.448013763427758
Nevada,CanESM5,2064,11.468924001057966
Nevada,CanESM5,2065,11.464125620524111
Nevada,CanESM5,2066,11.279595692952496
Nevada,CanESM5,2067,11.533555908203148
Nevada,CanESM5,2068,11.499478810628275
Nevada,CanESM5,2069,11.556737976074242
Nevada,CanESM5,2070,11.70561930338544
Nevada,CanESM5,2071,11.62988454182945
Nevada,CanESM5,2072,11.46571207682294
Nevada,CanESM5,2073,11.590649871826194
Nevada,CanESM5,2074,11.719949035644554
Nevada,CanESM5,2075,11.656428019205752
Nevada,CanESM5,2076,11.860068359375022
Nevada,CanESM5,2077,11.510980021158876
Nevada,CanESM5,2078,11.651065368652366
Nevada,CanESM5,2079,11.671785329182963
Nevada,CanESM5,2080,11.839361877441428
Nevada,CanESM5,2081,11.996267293294292
Nevada,CanESM5,2082,12.170195719401065
Nevada,CanESM5,2083,11.919326019287132
Nevada,CanESM5,2084,12.022884318033876
Nevada,CanESM5,2085,12.151773885091169
Nevada,CanESM5,2086,11.89689631144208
Nevada,CanESM5,2087,11.989441528320334
Nevada,CanESM5,2088,12.147564239501977
Nevada,CanESM5,2089,12.096201578776064
Nevada,CanESM5,2090,12.256685282389345
Nevada,CanESM5,2091,12.128578084309918
Nevada,CanESM5,2092,12.229809672037783
Nevada,CanESM5,2093,12.22859812418622
Nevada,CanESM5,2094,12.168117523193382
Nevada,CanESM5,2095,12.098857269287132
Nevada,CanESM5,2096,12.240616760253928
Nevada,CanESM5,2097,12.464441019694034
Nevada,CanESM5,2098,12.133689626057963
Nevada,CanESM5,2099,12.164575602213564
Nevada,CanESM5,2100,12.25327341715497
Nevada,EC-Earth3,2015,9.167070098150369
Nevada,EC-Earth3,2016,8.997898083641438
Nevada,EC-Earth3,2017,8.922219364226834
Nevada,EC-Earth3,2018,9.122396511501758
Nevada,EC-Earth3,2019,9.175652470664396
Nevada,EC-Earth3,2020,9.329304834739473
Nevada,EC-Earth3,2021,9.464067706865157
Nevada,EC-Earth3,2022,9.354549006825891
Nevada,EC-Earth3,2023,9.470097786290562
Nevada,EC-Earth3,2024,9.4805869453142
Nevada,EC-Earth3,2025,9.643438726292448
Nevada,EC-Earth3,2026,9.717845137040715
Nevada,EC-Earth3,2027,9.773366951855133
Nevada,EC-Earth3,2028,9.787366220103976
Nevada,EC-Earth3,2029,9.812097391540773
Nevada,EC-Earth3,2030,9.770616038116366
Nevada,EC-Earth3,2031,9.979983196328432
Nevada,EC-Earth3,2032,10.009574124402638
Nevada,EC-Earth3,2033,9.93937229254309
Nevada,EC-Earth3,2034,10.16036589346528
Nevada,EC-Earth3,2035,10.381987927335544
Nevada,EC-Earth3,2036,10.363289371252955
Nevada,EC-Earth3,2037,10.425742728544265
Nevada,EC-Earth3,2038,10.417656799987144
Nevada,EC-Earth3,2039,10.243420376620472
Nevada,EC-Earth3,2040,10.360483430855462
Nevada,EC-Earth3,2041,10.425393089881332
Nevada,EC-Earth3,2042,10.609932577391708
Nevada,EC-Earth3,2043,10.613052245199484
Nevada,EC-Earth3,2044,10.429648782918765
Nevada,EC-Earth3,2045,10.605808288797814
Nevada,EC-Earth3,2046,10.612017246567746
Nevada,EC-Earth3,2047,10.76818838154442
Nevada,EC-Earth3,2048,10.901379724299971
Nevada,EC-Earth3,2049,10.941808333065069
Nevada,EC-Earth3,2050,11.180887260017837
Nevada,EC-Earth3,2051,10.80790333218047
Nevada,EC-Earth3,2052,11.035002609535525
Nevada,EC-Earth3,2053,11.02171711391875
Nevada,EC-Earth3,2054,11.036409067224596
Nevada,EC-Earth3,2055,10.985879799171752
Nevada,EC-Earth3,2056,11.111319866886868
Nevada,EC-Earth3,2057,11.244931757891642
Nevada,EC-Earth3,2058,11.28011064882634
Nevada,EC-Earth3,2059,11.51022805814392
Nevada,EC-Earth3,2060,11.390295530248594
Nevada,EC-Earth3,2061,11.333944963525866
Nevada,EC-Earth3,2062,11.54766818152536
Nevada,EC-Earth3,2063,11.508093028598385
Nevada,EC-Earth3,2064,11.474044100443544
Nevada,EC-Earth3,2065,11.2992988586426
Nevada,EC-Earth3,2066,11.365744315253387
Nevada,EC-Earth3,2067,11.547773226985248
Nevada,EC-Earth3,2068,11.623797247144934
Nevada,EC-Earth3,2069,11.615296794750096
Nevada,EC-Earth3,2070,11.852702501085092
Nevada,EC-Earth3,2071,11.804244648968757
Nevada,EC-Earth3,2072,11.8492122296934
Nevada,EC-Earth3,2073,11.891190218042468
Nevada,EC-Earth3,2074,11.863117719579648
Nevada,EC-Earth3,2075,11.942766726458537
Nevada,EC-Earth3,2076,11.796661772551383
Nevada,EC-Earth3,2077,11.84996633882878
Nevada,EC-Earth3,2078,12.00788989596899
Nevada,EC-Earth3,2079,12.072368099071385
Nevada,EC-Earth3,2080,12.1177030210142
Nevada,EC-Earth3,2081,12.108543191132744
Nevada,EC-Earth3,2082,12.133833044546645
Nevada,EC-Earth3,2083,12.06190890559446
Nevada,EC-Earth3,2084,12.09318423094575
Nevada,EC-Earth3,2085,12.417751778496658
Nevada,EC-Earth3,2086,12.115935014795395
Nevada,EC-Earth3,2087,12.204482191580336
Nevada,EC-Earth3,2088,12.111076256080931
Nevada,EC-Earth3,2089,12.420332173947957
Nevada,EC-Earth3,2090,12.4259619606866
Nevada,EC-Earth3,2091,12.349386752093302
Nevada,EC-Earth3,2092,12.436146707888026
Nevada,EC-Earth3,2093,12.60136145838987
Nevada,EC-Earth3,2094,12.540736770629906
Nevada,EC-Earth3,2095,12.6014709543299
Nevada,EC-Earth3,2096,12.489833662245031
Nevada,EC-Earth3,2097,12.608219083150251
Nevada,EC-Earth3,2098,12.559732373555525
Nevada,EC-Earth3,2099,12.606173239813934
Nevada,EC-Earth3,2100,12.529777039421951
Nevada,GFDL-ESM4,2015,8.9498238457574
Nevada,GFDL-ESM4,2016,8.591529676649328
Nevada,GFDL-ESM4,2017,9.077301703559051
Nevada,GFDL-ESM4,2018,8.411764187283008
Nevada,GFDL-ESM4,2019,9.05288255479603
Nevada,GFDL-ESM4,2020,9.165628051757835
Nevada,GFDL-ESM4,2021,8.970881822374155
Nevada,GFDL-ESM4,2022,9.20530429416235
Nevada,GFDL-ESM4,2023,8.965874396430145
Nevada,GFDL-ESM4,2024,9.136108228895422
Nevada,GFDL-ESM4,2025,9.157061089409744
Nevada,GFDL-ESM4,2026,9.92174513075089
Nevada,GFDL-ESM4,2027,9.35460137261287
Nevada,GFDL-ESM4,2028,9.53765767415367
Nevada,GFDL-ESM4,2029,9.62849070231122
Nevada,GFDL-ESM4,2030,9.377060614691864
Nevada,GFDL-ESM4,2031,9.68110724555124
Nevada,GFDL-ESM4,2032,9.26052669949004
Nevada,GFDL-ESM4,2033,9.15729675292971
Nevada,GFDL-ESM4,2034,9.06547783745662
Nevada,GFDL-ESM4,2035,9.106518893771725
Nevada,GFDL-ESM4,2036,9.636376953125025
Nevada,GFDL-ESM4,2037,9.574402533637176
Nevada,GFDL-ESM4,2038,9.404278055826843
Nevada,GFDL-ESM4,2039,9.445775180392818
Nevada,GFDL-ESM4,2040,10.053423394097244
Nevada,GFDL-ESM4,2041,9.02635684543188
Nevada,GFDL-ESM4,2042,9.880235290527366
Nevada,GFDL-ESM4,2043,9.498835923936657
Nevada,GFDL-ESM4,2044,9.54835154215497
Nevada,GFDL-ESM4,2045,8.98871765136721
Nevada,GFDL-ESM4,2046,10.185815429687525
Nevada,GFDL-ESM4,2047,9.779261101616775
Nevada,GFDL-ESM4,2048,9.65694749620228
Nevada,GFDL-ESM4,2049,9.51225263807511
Nevada,GFDL-ESM4,2050,9.436240980360266
Nevada,GFDL-ESM4,2051,9.724265034993511
Nevada,GFDL-ESM4,2052,10.100105116102451
Nevada,GFDL-ESM4,2053,9.792334493001324
Nevada,GFDL-ESM4,2054,10.41752861870662
Nevada,GFDL-ESM4,2055,10.08260667588978
Nevada,GFDL-ESM4,2056,9.440718587239608
Nevada,GFDL-ESM4,2057,10.605608452690994
Nevada,GFDL-ESM4,2058,10.324604288737
Nevada,GFDL-ESM4,2059,10.511415947808182
Nevada,GFDL-ESM4,2060,9.689319017198374
Nevada,GFDL-ESM4,2061,9.81495056152346
Nevada,GFDL-ESM4,2062,9.984840223524328
Nevada,GFDL-ESM4,2063,10.18685726589629
Nevada,GFDL-ESM4,2064,10.017054070366775
Nevada,GFDL-ESM4,2065,10.411416625976583
Nevada,GFDL-ESM4,2066,10.021134101019989
Nevada,GFDL-ESM4,2067,10.1733345879449
Nevada,GFDL-ESM4,2068,9.46879814995662
Nevada,GFDL-ESM4,2069,9.675445387098549
Nevada,GFDL-ESM4,2070,9.8110299004449
Nevada,GFDL-ESM4,2071,10.148611958821638
Nevada,GFDL-ESM4,2072,9.787542385525196
Nevada,GFDL-ESM4,2073,10.204671054416256
Nevada,GFDL-ESM4,2074,10.261689758300804
Nevada,GFDL-ESM4,2075,10.117058478461397
Nevada,GFDL-ESM4,2076,10.406370205349416
Nevada,GFDL-ESM4,2077,9.898717922634573
Nevada,GFDL-ESM4,2078,10.121436055501324
Nevada,GFDL-ESM4,2079,10.942515733506967
Nevada,GFDL-ESM4,2080,10.933877563476583
Nevada,GFDL-ESM4,2081,10.037209235297333
Nevada,GFDL-ESM4,2082,10.3614932590061
Nevada,GFDL-ESM4,2083,9.863379414876324
Nevada,GFDL-ESM4,2084,10.321179538302976
Nevada,GFDL-ESM4,2085,9.933637661404102
Nevada,GFDL-ESM4,2086,10.274757215711828
Nevada,GFDL-ESM4,2087,10.970503743489608
Nevada,GFDL-ESM4,2088,10.151562839084225
Nevada,GFDL-ESM4,2089,10.682244873046898
Nevada,GFDL-ESM4,2090,10.133532884385874
Nevada,GFDL-ESM4,2091,10.24909362792971
Nevada,GFDL-ESM4,2092,10.458465406629797
Nevada,GFDL-ESM4,2093,10.392928059895857
Nevada,GFDL-ESM4,2094,10.407084825303842
Nevada,GFDL-ESM4,2095,10.02943064371747
Nevada,GFDL-ESM4,2096,10.405677625868078
Nevada,GFDL-ESM4,2097,10.727566019694033
Nevada,GFDL-ESM4,2098,10.186073981391084
Nevada,GFDL-ESM4,2099,10.792863464355491
Nevada,GFDL-ESM4,2100,10.674939303927976
Nevada,GISS-E2-1-G,2015,6.832425944010439
Nevada,GISS-E2-1-G,2016,6.627727932400196
Nevada,GISS-E2-1-G,2017,6.816743808322506
Nevada,GISS-E2-1-G,2018,6.8885199652778
Nevada,GISS-E2-1-G,2019,6.894992234971811
Nevada,GISS-E2-1-G,2020,6.960062052408877
Nevada,GISS-E2-1-G,2021,7.068706563313825
Nevada,GISS-E2-1-G,2022,7.313162638346377
Nevada,GISS-E2-1-G,2023,7.3708196004232
Nevada,GISS-E2-1-G,2024,7.407857360839866
Nevada,GISS-E2-1-G,2025,7.1417805989583565
Nevada,GISS-E2-1-G,2026,7.238586595323373
Nevada,GISS-E2-1-G,2027,7.4014348347982
Nevada,GISS-E2-1-G,2028,7.395151095920162
Nevada,GISS-E2-1-G,2029,7.085416666666689
Nevada,GISS-E2-1-G,2030,7.129787868923634
Nevada,GISS-E2-1-G,2031,7.323153177897158
Nevada,GISS-E2-1-G,2032,7.338299051920596
Nevada,GISS-E2-1-G,2033,7.424715169270856
Nevada,GISS-E2-1-G,2034,7.625050523546029
Nevada,GISS-E2-1-G,2035,7.710702006022158
Nevada,GISS-E2-1-G,2036,7.974253845214866
Nevada,GISS-E2-1-G,2037,7.622810533311655
Nevada,GISS-E2-1-G,2038,7.589771185980926
Nevada,GISS-E2-1-G,2039,7.893036227756099
Nevada,GISS-E2-1-G,2040,7.767531500922332
Nevada,GISS-E2-1-G,2041,8.00288035074872
Nevada,GISS-E2-1-G,2042,7.381551106770856
Nevada,GISS-E2-1-G,2043,7.887533060709658
Nevada,GISS-E2-1-G,2044,7.7168618096245885
Nevada,GISS-E2-1-G,2045,7.938488599989172
Nevada,GISS-E2-1-G,2046,7.947730339898026
Nevada,GISS-E2-1-G,2047,7.885967508951846
Nevada,GISS-E2-1-G,2048,7.74126892089846
Nevada,GISS-E2-1-G,2049,8.30647650824655
Nevada,GISS-E2-1-G,2050,8.47970852322051
Nevada,GISS-E2-1-G,2051,8.37162289089629
Nevada,GISS-E2-1-G,2052,7.789526706271724
Nevada,GISS-E2-1-G,2053,8.138463507758269
Nevada,GISS-E2-1-G,2054,8.367250569661481
Nevada,GISS-E2-1-G,2055,8.04646640353735
Nevada,GISS-E2-1-G,2056,8.149487982855925
Nevada,GISS-E2-1-G,2057,8.146532016330317
Nevada,GISS-E2-1-G,2058,8.261076694064693
Nevada,GISS-E2-1-G,2059,8.215824042426238
Nevada,GISS-E2-1-G,2060,8.21680348714195
Nevada,GISS-E2-1-G,2061,8.394078063964866
Nevada,GISS-E2-1-G,2062,8.53332231309681
Nevada,GISS-E2-1-G,2063,8.579391140408008
Nevada,GISS-E2-1-G,2064,8.355911593967036
Nevada,GISS-E2-1-G,2065,8.270350307888478
Nevada,GISS-E2-1-G,2066,8.658277723524328
Nevada,GISS-E2-1-G,2067,8.530311075846377
Nevada,GISS-E2-1-G,2068,8.507538519965301
Nevada,GISS-E2-1-G,2069,8.123827955457923
Nevada,GISS-E2-1-G,2070,8.574687194824241
Nevada,GISS-E2-1-G,2071,8.600900607638911
Nevada,GISS-E2-1-G,2072,8.459834628635006
Nevada,GISS-E2-1-G,2073,8.497227986653668
Nevada,GISS-E2-1-G,2074,8.4355656941732
Nevada,GISS-E2-1-G,2075,8.164589945475283
Nevada,GISS-E2-1-G,2076,8.699377441406273
Nevada,GISS-E2-1-G,2077,8.606874593098981
